MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
6465,2025-01-01,Information Technology,IT Support,1,0
6467,2025-01-01,Information Technology,System Administrator,0,0
6471,2025-01-01,Operations,Operations Executive,1,0
6472,2025-01-01,Information Technology,System Administrator,2,0
6473,2025-01-01,Human Resources,C&B Specialist,1,0
6474,2025-01-01,Human Resources,Recruiter,2,0
6476,2025-01-01,Finance,Financial Analyst,3,0
6479,2025-01-01,Finance,Internal Auditor,1,0
6480,2025-01-01,Human Resources,Recruiter,0,0
6483,2025-01-01,Sales,Sales Supervisor,0,0
6484,2025-01-01,Operations,Operations Executive,0,0
6486,2025-01-01,Operations,Procurement Specialist,1,0
6491,2025-01-01,Operations,Procurement Specialist,0,0
6493,2025-01-01,Sales,Sales Representative,3,0
6494,2025-01-01,Operations,Operations Manager,1,0
6498,2025-01-01,Sales,Account Manager,1,0
6499,2025-01-01,Sales,Sales Executive,0,0
6501,2025-01-01,Operations,Procurement Specialist,3,0
6502,2025-01-01,Sales,Account Manager,0,0
6503,2025-01-01,Finance,Financial Analyst,3,0
6504,2025-01-01,Sales,Sales Executive,1,0
6507,2025-01-01,Finance,Accountant,0,0
6509,2025-01-01,Information Technology,IT Support,2,0
6511,2025-01-01,Operations,Operations Manager,2,0
6512,2025-01-01,Information Technology,IT Support,0,0
6514,2025-01-01,Sales,Account Manager,0,0
6515,2025-01-01,Marketing,Content Specialist,1,0
6516,2025-01-01,Human Resources,HR Executive,2,0
6518,2025-01-01,Information Technology,QA Engineer,2,0
6519,2025-01-01,Sales,Sales Representative,1,0
6522,2025-01-01,Sales,Sales Executive,2,0
6523,2025-01-01,Human Resources,C&B Specialist,2,1
6525,2025-01-01,Information Technology,QA Engineer,1,0
6526,2025-01-01,Information Technology,IT Support,3,0
6527,2025-01-01,Marketing,Content Specialist,1,0
6530,2025-01-01,Human Resources,HR Manager,0,0
6531,2025-01-01,Finance,Finance Manager,1,0
6534,2025-01-01,Information Technology,Software Engineer,2,1
6539,2025-01-01,Marketing,Marketing Manager,1,0
6541,2025-01-01,Marketing,Digital Marketing Specialist,0,0
6543,2025-01-01,Human Resources,C&B Specialist,0,0
6544,2025-01-01,Information Technology,System Administrator,0,0
6545,2025-01-01,Marketing,Digital Marketing Specialist,0,0
6546,2025-01-01,Information Technology,IT Support,1,0
6547,2025-01-01,Finance,Accountant,1,0
6548,2025-01-01,Finance,Accountant,1,0
6551,2025-01-01,Information Technology,IT Support,1,1
6553,2025-01-01,Human Resources,C&B Specialist,1,0
6555,2025-01-01,Marketing,Content Specialist,0,0
6556,2025-01-01,Sales,Account Manager,2,0
6557,2025-01-01,Marketing,Content Specialist,2,1
6558,2025-01-01,Sales,Sales Supervisor,1,0
6560,2025-01-01,Human Resources,HR Executive,0,0
6561,2025-01-01,Operations,Operations Manager,2,0
6562,2025-01-01,Sales,Sales Representative,1,0
6563,2025-01-01,Marketing,Digital Marketing Specialist,2,1
6565,2025-01-01,Finance,Finance Manager,2,1
6567,2025-01-01,Operations,Operations Executive,0,0
6569,2025-01-01,Operations,Operations Manager,0,1
6570,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6572,2025-01-01,Information Technology,IT Support,1,0
6573,2025-01-01,Sales,Sales Executive,2,0
6575,2025-01-01,Operations,Warehouse Supervisor,1,0
6577,2025-01-01,Human Resources,C&B Specialist,0,0
6578,2025-01-01,Marketing,Marketing Manager,3,0
6583,2025-01-01,Sales,Sales Representative,0,1
6586,2025-01-01,Human Resources,HR Executive,1,0
6588,2025-01-01,Operations,Procurement Specialist,1,0
6590,2025-01-01,Sales,Sales Representative,1,0
6591,2025-01-01,Human Resources,HR Manager,2,0
6592,2025-01-01,Finance,Finance Manager,1,0
6593,2025-01-01,Operations,Operations Executive,1,0
6595,2025-01-01,Information Technology,Data Analyst,0,0
6600,2025-01-01,Finance,Financial Analyst,2,1
6604,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6605,2025-01-01,Sales,Account Manager,2,0
6606,2025-01-01,Finance,Financial Analyst,2,0
6607,2025-01-01,Finance,Accountant,3,0
6609,2025-01-01,Sales,Sales Supervisor,0,0
6611,2025-01-01,Sales,Sales Representative,0,0
6612,2025-01-01,Human Resources,HR Executive,0,0
6613,2025-01-01,Human Resources,HR Executive,0,0
6614,2025-01-01,Human Resources,HR Manager,2,1
6616,2025-01-01,Information Technology,Software Engineer,1,0
6617,2025-01-01,Finance,Financial Analyst,1,0
6621,2025-01-01,Operations,Operations Executive,1,1
6622,2025-01-01,Operations,Operations Executive,2,0
6624,2025-01-01,Marketing,Marketing Executive,1,0
6626,2025-01-01,Finance,Accountant,1,0
6627,2025-01-01,Operations,Warehouse Supervisor,2,1
6629,2025-01-01,Information Technology,Data Analyst,1,0
6631,2025-01-01,Sales,Sales Executive,0,1
6632,2025-01-01,Operations,Procurement Specialist,1,0
6634,2025-01-01,Finance,Financial Analyst,2,0
6638,2025-01-01,Marketing,Marketing Manager,1,0
6641,2025-01-01,Marketing,Content Specialist,0,0
6644,2025-01-01,Marketing,Content Specialist,1,0
6646,2025-01-01,Finance,Accountant,0,0
6647,2025-01-01,Marketing,Marketing Executive,0,0
6652,2025-01-01,Operations,Procurement Specialist,3,1
6655,2025-01-01,Operations,Operations Manager,1,0
6656,2025-01-01,Finance,Finance Manager,1,0
6657,2025-01-01,Sales,Sales Representative,1,0
6658,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6659,2025-01-01,Information Technology,QA Engineer,0,0
6660,2025-01-01,Finance,Financial Analyst,1,0
6663,2025-01-01,Information Technology,IT Support,0,0
6669,2025-01-01,Information Technology,System Administrator,2,0
6671,2025-01-01,Sales,Account Manager,1,0
6672,2025-01-01,Marketing,Marketing Executive,1,0
6673,2025-01-01,Operations,Procurement Specialist,1,0
6675,2025-01-01,Information Technology,IT Support,2,0
6676,2025-01-01,Human Resources,Recruiter,0,0
6679,2025-01-01,Finance,Internal Auditor,2,0
6682,2025-01-01,Sales,Account Manager,1,0
6683,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6684,2025-01-01,Sales,Sales Representative,0,0
6686,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6688,2025-01-01,Operations,Operations Manager,1,0
6689,2025-01-01,Information Technology,Data Analyst,3,0
6690,2025-01-01,Information Technology,IT Support,1,1
6692,2025-01-01,Marketing,Marketing Manager,1,0
6695,2025-01-01,Operations,Procurement Specialist,2,1
6696,2025-01-01,Operations,Operations Executive,0,0
6697,2025-01-01,Operations,Operations Manager,0,0
6699,2025-01-01,Sales,Sales Representative,3,1
6700,2025-01-01,Finance,Accountant,1,0
6705,2025-01-01,Information Technology,Software Engineer,1,1
6706,2025-01-01,Marketing,Marketing Manager,1,0
6707,2025-01-01,Information Technology,IT Support,1,0
6708,2025-01-01,Human Resources,HR Executive,1,0
6710,2025-01-01,Sales,Sales Representative,1,0
6711,2025-01-01,Human Resources,HR Manager,0,0
6712,2025-01-01,Human Resources,Recruiter,1,0
6713,2025-01-01,Operations,Warehouse Supervisor,3,1
6718,2025-01-01,Information Technology,Software Engineer,1,1
6721,2025-01-01,Operations,Operations Manager,2,0
6722,2025-01-01,Marketing,Content Specialist,0,0
6723,2025-01-01,Sales,Sales Supervisor,0,0
6728,2025-01-01,Operations,Procurement Specialist,0,0
6730,2025-01-01,Human Resources,C&B Specialist,0,0
6732,2025-01-01,Sales,Sales Executive,0,1
6734,2025-01-01,Marketing,Marketing Manager,1,0
6735,2025-01-01,Marketing,Digital Marketing Specialist,3,0
6736,2025-01-01,Marketing,Content Specialist,1,0
6738,2025-01-01,Operations,Operations Executive,1,0
6739,2025-01-01,Finance,Accountant,1,0
6745,2025-01-01,Information Technology,Data Analyst,0,0
6747,2025-01-01,Marketing,Digital Marketing Specialist,0,0
6749,2025-01-01,Information Technology,System Administrator,1,0
6756,2025-01-01,Finance,Accountant,1,0
6757,2025-01-01,Operations,Procurement Specialist,0,0
6759,2025-01-01,Information Technology,Software Engineer,1,0
6768,2025-01-01,Marketing,Content Specialist,0,1
6771,2025-01-01,Sales,Sales Representative,0,0
6775,2025-01-01,Operations,Operations Manager,0,0
6784,2025-01-01,Marketing,Marketing Manager,1,0
6786,2025-01-01,Marketing,Marketing Executive,2,0
6789,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6793,2025-01-01,Sales,Sales Representative,2,0
6795,2025-01-01,Operations,Procurement Specialist,0,1
6796,2025-01-01,Human Resources,HR Manager,0,1
6800,2025-01-01,Human Resources,C&B Specialist,1,0
6803,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6804,2025-01-01,Sales,Sales Supervisor,0,0
6805,2025-01-01,Human Resources,C&B Specialist,1,0
6810,2025-01-01,Sales,Sales Executive,1,0
6811,2025-01-01,Finance,Internal Auditor,3,0
6815,2025-01-01,Human Resources,Recruiter,0,0
6816,2025-01-01,Sales,Sales Supervisor,0,1
6819,2025-01-01,Information Technology,System Administrator,0,0
6820,2025-01-01,Finance,Internal Auditor,0,0
6823,2025-01-01,Operations,Warehouse Supervisor,0,1
6824,2025-01-01,Human Resources,HR Executive,2,0
6826,2025-01-01,Information Technology,System Administrator,0,0
6830,2025-01-01,Operations,Procurement Specialist,2,0
6834,2025-01-01,Human Resources,HR Manager,2,1
6835,2025-01-01,Human Resources,Recruiter,1,0
6836,2025-01-01,Marketing,Content Specialist,1,0
6843,2025-01-01,Sales,Sales Representative,1,0
6844,2025-01-01,Information Technology,IT Support,2,0
6851,2025-01-01,Information Technology,System Administrator,1,0
6856,2025-01-01,Information Technology,IT Support,2,1
6858,2025-01-01,Marketing,Content Specialist,3,1
6865,2025-01-01,Sales,Sales Representative,1,1
6866,2025-01-01,Sales,Account Manager,1,0
6868,2025-01-01,Sales,Sales Representative,2,0
6869,2025-01-01,Information Technology,Software Engineer,2,1
6870,2025-01-01,Sales,Sales Executive,2,1
6872,2025-01-01,Sales,Sales Supervisor,2,1
6874,2025-01-01,Finance,Financial Analyst,1,0
6875,2025-01-01,Finance,Finance Manager,1,1
6876,2025-01-01,Finance,Financial Analyst,1,0
6878,2025-01-01,Sales,Account Manager,1,0
6879,2025-01-01,Marketing,Content Specialist,0,0
6881,2025-01-01,Operations,Operations Executive,1,1
6882,2025-01-01,Marketing,Marketing Executive,1,0
6888,2025-01-01,Human Resources,HR Manager,2,0
6890,2025-01-01,Operations,Warehouse Supervisor,1,0
6891,2025-01-01,Sales,Sales Representative,1,0
6893,2025-01-01,Operations,Procurement Specialist,3,0
6897,2025-01-01,Marketing,Marketing Executive,2,0
6898,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6899,2025-01-01,Information Technology,IT Support,0,0
6900,2025-01-01,Sales,Account Manager,1,1
6901,2025-01-01,Information Technology,System Administrator,2,0
6903,2025-01-01,Sales,Sales Executive,3,0
6906,2025-01-01,Marketing,Marketing Executive,0,0
6907,2025-01-01,Information Technology,System Administrator,0,1
6911,2025-01-01,Information Technology,Software Engineer,1,0
6912,2025-01-01,Sales,Sales Supervisor,0,0
6913,2025-01-01,Information Technology,QA Engineer,1,0
6915,2025-01-01,Marketing,Marketing Manager,1,1
6917,2025-01-01,Finance,Internal Auditor,0,0
6918,2025-01-01,Information Technology,IT Support,1,0
6922,2025-01-01,Information Technology,IT Support,0,0
6923,2025-01-01,Human Resources,Recruiter,0,0
6925,2025-01-01,Human Resources,HR Executive,0,0
6926,2025-01-01,Information Technology,Data Analyst,2,0
6927,2025-01-01,Marketing,Content Specialist,2,1
6931,2025-01-01,Sales,Sales Representative,0,0
6933,2025-01-01,Information Technology,QA Engineer,1,0
6934,2025-01-01,Marketing,Marketing Manager,0,1
6935,2025-01-01,Operations,Procurement Specialist,0,0
6937,2025-01-01,Marketing,Marketing Executive,2,0
6940,2025-01-01,Human Resources,HR Manager,2,0
6943,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6944,2025-01-01,Finance,Finance Manager,0,0
6945,2025-01-01,Operations,Operations Manager,0,1
6951,2025-01-01,Operations,Operations Manager,0,1
6952,2025-01-01,Human Resources,C&B Specialist,1,0
6955,2025-01-01,Information Technology,QA Engineer,1,0
6956,2025-01-01,Information Technology,System Administrator,0,1
6958,2025-01-01,Sales,Sales Representative,1,0
6959,2025-01-01,Human Resources,HR Manager,0,0
6960,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6962,2025-01-01,Finance,Accountant,2,0
6968,2025-01-01,Operations,Operations Executive,1,0
6969,2025-01-01,Marketing,Content Specialist,2,0
6970,2025-01-01,Sales,Sales Representative,1,0
6971,2025-01-01,Human Resources,HR Manager,1,0
6972,2025-01-01,Sales,Account Manager,2,0
6973,2025-01-01,Human Resources,Recruiter,2,0
6974,2025-01-01,Finance,Financial Analyst,1,0
6975,2025-01-01,Sales,Sales Executive,2,0
6977,2025-01-01,Sales,Sales Executive,0,0
6978,2025-01-01,Finance,Financial Analyst,1,0
6980,2025-01-01,Information Technology,QA Engineer,1,0
6981,2025-01-01,Information Technology,IT Support,1,0
6982,2025-01-01,Finance,Financial Analyst,2,1
6984,2025-01-01,Information Technology,IT Support,0,0
6988,2025-01-01,Information Technology,System Administrator,2,0
6993,2025-01-01,Finance,Financial Analyst,1,0
6997,2025-01-01,Human Resources,HR Executive,2,0
6999,2025-01-01,Sales,Sales Executive,2,0
7002,2025-01-01,Operations,Procurement Specialist,2,0
7007,2025-01-01,Finance,Accountant,0,0
7008,2025-01-01,Finance,Financial Analyst,1,0
7009,2025-01-01,Human Resources,HR Executive,2,0
7010,2025-01-01,Marketing,Marketing Executive,1,0
7015,2025-01-01,Human Resources,C&B Specialist,1,0
7016,2025-01-01,Sales,Sales Supervisor,1,0
7017,2025-01-01,Information Technology,Data Analyst,1,0
7018,2025-01-01,Finance,Internal Auditor,1,0
7021,2025-01-01,Human Resources,C&B Specialist,1,0
7025,2025-01-01,Sales,Sales Supervisor,1,0
7026,2025-01-01,Information Technology,QA Engineer,2,0
7033,2025-01-01,Information Technology,IT Support,1,0
7034,2025-01-01,Finance,Finance Manager,1,0
7036,2025-01-01,Marketing,Content Specialist,1,0
7039,2025-01-01,Sales,Sales Executive,0,1
7044,2025-01-01,Sales,Sales Executive,2,0
7046,2025-01-01,Marketing,Digital Marketing Specialist,3,0
7048,2025-01-01,Operations,Operations Executive,1,1
7054,2025-01-01,Operations,Warehouse Supervisor,2,0
7056,2025-01-01,Marketing,Content Specialist,1,0
7057,2025-01-01,Operations,Warehouse Supervisor,0,0
7061,2025-01-01,Marketing,Digital Marketing Specialist,1,1
7063,2025-01-01,Operations,Operations Manager,1,0
7064,2025-01-01,Sales,Sales Representative,3,0
7072,2025-01-01,Human Resources,HR Manager,1,1
7073,2025-01-01,Operations,Operations Executive,2,0
7074,2025-01-01,Information Technology,Data Analyst,0,0
7078,2025-01-01,Information Technology,Data Analyst,2,0
7080,2025-01-01,Human Resources,HR Manager,3,0
7084,2025-01-01,Sales,Sales Executive,2,1
7087,2025-01-01,Information Technology,QA Engineer,1,0
7088,2025-01-01,Human Resources,Recruiter,2,1
7089,2025-01-01,Finance,Internal Auditor,1,0
7093,2025-01-01,Sales,Sales Supervisor,1,1
7099,2025-01-01,Sales,Sales Executive,1,1
7104,2025-01-01,Marketing,Marketing Executive,1,0
7105,2025-01-01,Sales,Sales Executive,1,0
7106,2025-01-01,Marketing,Marketing Manager,1,0
7110,2025-01-01,Marketing,Marketing Manager,0,0
7113,2025-01-01,Sales,Sales Executive,1,0
7114,2025-01-01,Information Technology,QA Engineer,1,0
7120,2025-01-01,Operations,Operations Manager,0,0
7121,2025-01-01,Operations,Procurement Specialist,2,0
7124,2025-01-01,Finance,Financial Analyst,0,0
7125,2025-01-01,Human Resources,HR Manager,1,1
7128,2025-01-01,Finance,Accountant,1,0
7129,2025-01-01,Marketing,Digital Marketing Specialist,2,0
7130,2025-01-01,Sales,Sales Executive,3,1
7131,2025-01-01,Sales,Sales Representative,3,0
7134,2025-01-01,Information Technology,IT Support,2,0
7137,2025-01-01,Marketing,Content Specialist,0,0
7138,2025-01-01,Information Technology,System Administrator,0,1
7140,2025-01-01,Information Technology,Software Engineer,2,1
7142,2025-01-01,Information Technology,Data Analyst,1,0
7143,2025-01-01,Information Technology,System Administrator,1,0
7146,2025-01-01,Marketing,Digital Marketing Specialist,3,0
7147,2025-01-01,Marketing,Marketing Executive,1,0
7149,2025-01-01,Finance,Financial Analyst,3,1
7151,2025-01-01,Operations,Procurement Specialist,1,0
7152,2025-01-01,Finance,Internal Auditor,1,1
7153,2025-01-01,Information Technology,System Administrator,1,0
7155,2025-01-01,Marketing,Content Specialist,2,0
7158,2025-01-01,Marketing,Marketing Executive,1,0
7165,2025-01-01,Finance,Finance Manager,3,0
7168,2025-01-01,Information Technology,Data Analyst,3,0
7170,2025-01-01,Information Technology,IT Support,1,0
7172,2025-01-01,Human Resources,Recruiter,2,0
7173,2025-01-01,Information Technology,QA Engineer,0,0
7178,2025-01-01,Marketing,Digital Marketing Specialist,1,0
7179,2025-01-01,Human Resources,HR Manager,2,0
7181,2025-01-01,Marketing,Digital Marketing Specialist,2,0
7182,2025-01-01,Information Technology,IT Support,1,0
7183,2025-01-01,Finance,Finance Manager,2,1
7184,2025-01-01,Information Technology,IT Support,1,0
7186,2025-01-01,Marketing,Marketing Manager,0,0
7188,2025-01-01,Sales,Account Manager,1,0
7189,2025-01-01,Operations,Operations Executive,1,0
7190,2025-01-01,Finance,Accountant,1,0
7191,2025-01-01,Operations,Warehouse Supervisor,0,0
7193,2025-01-01,Finance,Accountant,0,0
7194,2025-01-01,Information Technology,Software Engineer,1,1
7196,2025-01-01,Finance,Finance Manager,1,1
7197,2025-01-01,Operations,Procurement Specialist,1,0
7199,2025-01-01,Sales,Sales Representative,1,1
7202,2025-01-01,Marketing,Content Specialist,1,0
7210,2025-01-01,Finance,Accountant,0,0
7211,2025-01-01,Sales,Sales Executive,0,0
7212,2025-01-01,Marketing,Content Specialist,1,0
7218,2025-01-01,Operations,Operations Manager,1,0
7220,2025-01-01,Information Technology,Software Engineer,2,1
7222,2025-01-01,Information Technology,Software Engineer,2,0
7223,2025-01-01,Operations,Procurement Specialist,1,0
7224,2025-01-01,Marketing,Marketing Manager,1,0
7228,2025-01-01,Marketing,Marketing Executive,1,0
7235,2025-01-01,Information Technology,Data Analyst,1,0
7236,2025-01-01,Sales,Sales Executive,3,0
7239,2025-01-01,Operations,Warehouse Supervisor,1,0
7242,2025-01-01,Human Resources,HR Executive,0,0
7244,2025-01-01,Marketing,Marketing Executive,1,0
7247,2025-01-01,Human Resources,HR Manager,0,0
7248,2025-01-01,Marketing,Marketing Manager,1,0
7252,2025-01-01,Information Technology,System Administrator,1,0
7258,2025-01-01,Human Resources,HR Executive,0,0
7259,2025-01-01,Human Resources,Recruiter,2,0
7263,2025-01-01,Sales,Sales Executive,0,0
7264,2025-01-01,Marketing,Digital Marketing Specialist,0,0
7265,2025-01-01,Human Resources,Recruiter,3,0
7268,2025-01-01,Marketing,Marketing Manager,0,0
7271,2025-01-01,Information Technology,System Administrator,1,0
7274,2025-01-01,Human Resources,Recruiter,2,1
7277,2025-01-01,Sales,Account Manager,0,1
7278,2025-01-01,Information Technology,Software Engineer,0,0
7279,2025-01-01,Human Resources,HR Manager,2,0
7283,2025-01-01,Human Resources,HR Manager,0,0
7286,2025-01-01,Information Technology,Software Engineer,0,0
7288,2025-01-01,Marketing,Content Specialist,2,0
7292,2025-01-01,Operations,Procurement Specialist,1,1
