MaNV,NgayThang,Nam,PhongBan,ChucDanh,CapBacCongViec,Tuoi,KhoangCachTuNha,SoLuongDuAn,SoGioTrungBinhThang,LamThemGio,DiemDanhGiaHieuSuat,DiemHaiLongCongViec,DiemHaiLongMoiTruong,ThuNhapThang,SoNamTaiCongTy,SoNamTuLanThangChucCuoi,DuocThangChucNamTruoc,ThucTeNghiViec,XacSuatNghiViec,DiemNguyCo,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,LaRuiRoCao,XepHangNguyCo,PhanViNguyCo,MoHinh,PhienBanMoHinh
6021,2025-01-01,2025,Finance,Finance Manager,2,31,33,5,181,False,4,4,4,28517000,8,8,False,0,0.07407407806324648,7.41,0,0.16908819344089202,Thấp,1,0,3859,12.93,Random Forest,RF_2025_V1
6022,2025-01-01,2025,Information Technology,Data Analyst,3,47,7,5,208,True,2,3,3,20682000,3,0,True,0,0.1480202435713404,14.8,0,0.16908819344089202,Trung bình,2,0,1824,58.86,Random Forest,RF_2025_V1
6023,2025-01-01,2025,Human Resources,Recruiter,3,47,32,8,195,False,5,2,1,34378000,3,3,False,1,0.1685461713741821,16.85,0,0.16908819344089202,Trung bình,2,0,1497,66.24,Random Forest,RF_2025_V1
6024,2025-01-01,2025,Sales,Sales Representative,3,35,14,3,162,False,4,3,4,39924000,3,3,False,0,0.05457461160618989,5.46,0,0.16908819344089202,Thấp,1,0,4397,0.79,Random Forest,RF_2025_V1
6026,2025-01-01,2025,Operations,Operations Manager,1,38,21,5,242,False,4,2,4,8970000,2,2,False,1,0.16133038882156087,16.13,0,0.16908819344089202,Trung bình,2,0,1597,63.98,Random Forest,RF_2025_V1
6027,2025-01-01,2025,Human Resources,Recruiter,3,33,31,1,204,False,3,3,3,24599000,11,3,False,0,0.07364054666690628,7.36,0,0.16908819344089202,Thấp,1,0,3882,12.41,Random Forest,RF_2025_V1
6029,2025-01-01,2025,Human Resources,Recruiter,3,41,4,3,216,True,4,3,1,31231000,11,3,False,1,0.17891810544076162,17.89,1,0.16908819344089202,Cao,3,1,1349,69.58,Random Forest,RF_2025_V1
6030,2025-01-01,2025,Information Technology,Software Engineer,2,28,1,2,173,False,2,3,4,15628000,3,3,False,0,0.06448999048443645,6.45,0,0.16908819344089202,Thấp,1,0,4165,6.03,Random Forest,RF_2025_V1
6035,2025-01-01,2025,Finance,Internal Auditor,2,41,5,8,250,True,3,2,2,20322000,2,2,False,0,0.40693044290692093,40.69,1,0.16908819344089202,Cao,3,1,38,99.16,Random Forest,RF_2025_V1
6038,2025-01-01,2025,Information Technology,System Administrator,1,31,30,2,176,False,3,3,2,8284000,1,1,False,0,0.11065626089160231,11.07,0,0.16908819344089202,Trung bình,2,0,2736,38.28,Random Forest,RF_2025_V1
6040,2025-01-01,2025,Operations,Warehouse Supervisor,1,30,24,3,203,True,4,2,2,13306000,4,4,False,0,0.304971448736662,30.5,1,0.16908819344089202,Cao,3,1,315,92.91,Random Forest,RF_2025_V1
6041,2025-01-01,2025,Sales,Sales Representative,4,37,28,2,177,False,3,4,2,42924000,1,1,False,0,0.08931540287747304,8.93,0,0.16908819344089202,Thấp,1,0,3285,25.89,Random Forest,RF_2025_V1
6042,2025-01-01,2025,Marketing,Content Specialist,4,42,33,1,185,False,2,4,4,40622000,10,3,False,0,0.05557803811044235,5.56,0,0.16908819344089202,Thấp,1,0,4385,1.06,Random Forest,RF_2025_V1
6043,2025-01-01,2025,Information Technology,QA Engineer,3,46,21,3,148,False,2,1,1,22800000,8,2,False,0,0.17830745456711072,17.83,1,0.16908819344089202,Cao,3,1,1356,69.42,Random Forest,RF_2025_V1
6045,2025-01-01,2025,Sales,Sales Representative,1,41,15,3,219,True,4,1,4,13496000,4,4,False,1,0.24764574513119192,24.76,1,0.16908819344089202,Cao,3,1,681,84.65,Random Forest,RF_2025_V1
6046,2025-01-01,2025,Information Technology,Software Engineer,3,30,6,2,184,False,3,3,3,32733000,7,3,False,0,0.0654173094625637,6.54,0,0.16908819344089202,Thấp,1,0,4137,6.66,Random Forest,RF_2025_V1
6048,2025-01-01,2025,Finance,Accountant,2,38,16,5,205,False,3,4,1,12481000,2,1,False,0,0.08259374482902525,8.26,0,0.16908819344089202,Thấp,1,0,3506,20.9,Random Forest,RF_2025_V1
6052,2025-01-01,2025,Sales,Sales Supervisor,3,53,15,7,229,True,3,3,1,30418000,15,3,False,0,0.32127906044315,32.13,1,0.16908819344089202,Cao,3,1,246,94.47,Random Forest,RF_2025_V1
6053,2025-01-01,2025,Operations,Procurement Specialist,2,25,12,1,190,False,4,4,4,16128000,1,1,False,0,0.07813008673578455,7.81,0,0.16908819344089202,Thấp,1,0,3701,16.5,Random Forest,RF_2025_V1
6061,2025-01-01,2025,Marketing,Content Specialist,2,35,27,4,198,False,4,2,4,18898000,6,2,False,0,0.1143927519123663,11.44,0,0.16908819344089202,Trung bình,2,0,2609,41.14,Random Forest,RF_2025_V1
6062,2025-01-01,2025,Operations,Operations Executive,1,25,25,6,185,False,3,3,3,8016000,2,2,False,0,0.08781289218428072,8.78,0,0.16908819344089202,Thấp,1,0,3327,24.94,Random Forest,RF_2025_V1
6063,2025-01-01,2025,Operations,Operations Executive,3,50,4,4,213,False,3,4,4,37694000,1,1,False,0,0.08432193202586268,8.43,0,0.16908819344089202,Thấp,1,0,3445,22.27,Random Forest,RF_2025_V1
6064,2025-01-01,2025,Information Technology,QA Engineer,1,25,8,1,171,False,4,3,2,10283000,1,1,False,0,0.11563718816678276,11.56,0,0.16908819344089202,Trung bình,2,0,2575,41.91,Random Forest,RF_2025_V1
6067,2025-01-01,2025,Sales,Account Manager,3,53,8,5,192,False,5,3,3,28561000,1,1,False,0,0.08718475014936382,8.72,0,0.16908819344089202,Thấp,1,0,3340,24.64,Random Forest,RF_2025_V1
6069,2025-01-01,2025,Operations,Warehouse Supervisor,3,42,10,5,181,False,5,4,1,27185000,9,5,False,0,0.12085283705631461,12.09,0,0.16908819344089202,Trung bình,2,0,2446,44.82,Random Forest,RF_2025_V1
6072,2025-01-01,2025,Marketing,Marketing Manager,2,53,18,3,241,True,3,2,3,30879000,10,10,False,1,0.34835302141346763,34.84,1,0.16908819344089202,Cao,3,1,161,96.39,Random Forest,RF_2025_V1
6073,2025-01-01,2025,Marketing,Content Specialist,3,54,37,6,237,True,4,3,4,25690000,3,3,False,0,0.23461318236258388,23.46,1,0.16908819344089202,Cao,3,1,782,82.37,Random Forest,RF_2025_V1
6074,2025-01-01,2025,Information Technology,QA Engineer,2,29,38,2,198,False,3,1,2,26051000,7,7,False,0,0.19155915498482542,19.16,1,0.16908819344089202,Cao,3,1,1213,72.65,Random Forest,RF_2025_V1
6079,2025-01-01,2025,Sales,Sales Executive,2,41,29,3,234,True,4,4,2,21175000,7,7,False,1,0.33139515464053304,33.14,1,0.16908819344089202,Cao,3,1,212,95.24,Random Forest,RF_2025_V1
6083,2025-01-01,2025,Marketing,Marketing Executive,2,34,19,5,216,False,4,3,3,13248000,1,1,False,0,0.07615193753230547,7.62,0,0.16908819344089202,Thấp,1,0,3780,14.71,Random Forest,RF_2025_V1
6085,2025-01-01,2025,Finance,Finance Manager,2,53,13,6,181,False,3,2,4,20804000,1,1,False,0,0.13245256038030798,13.25,0,0.16908819344089202,Trung bình,2,0,2183,50.76,Random Forest,RF_2025_V1
6086,2025-01-01,2025,Sales,Sales Supervisor,2,54,20,1,173,False,3,3,4,15446000,7,2,False,0,0.06565342405232891,6.57,0,0.16908819344089202,Thấp,1,0,4129,6.84,Random Forest,RF_2025_V1
6087,2025-01-01,2025,Finance,Internal Auditor,2,25,7,1,177,False,3,3,1,14512000,2,1,False,0,0.08542153714293893,8.54,0,0.16908819344089202,Thấp,1,0,3404,23.2,Random Forest,RF_2025_V1
6088,2025-01-01,2025,Marketing,Marketing Manager,4,44,1,3,176,False,4,3,3,59749000,3,3,False,0,0.05524954172794051,5.52,0,0.16908819344089202,Thấp,1,0,4391,0.93,Random Forest,RF_2025_V1
6089,2025-01-01,2025,Operations,Operations Executive,2,45,22,1,166,True,3,4,2,16192000,1,1,False,0,0.18604165267373385,18.6,1,0.16908819344089202,Cao,3,1,1269,71.38,Random Forest,RF_2025_V1
6090,2025-01-01,2025,Human Resources,HR Manager,1,44,39,2,217,True,3,2,4,12158000,4,4,False,0,0.25310125204464895,25.31,1,0.16908819344089202,Cao,3,1,631,85.78,Random Forest,RF_2025_V1
6092,2025-01-01,2025,Marketing,Digital Marketing Specialist,4,39,8,6,189,False,4,4,1,42497000,3,3,False,0,0.08957941925067683,8.96,0,0.16908819344089202,Thấp,1,0,3277,26.07,Random Forest,RF_2025_V1
6093,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,48,13,5,234,False,2,3,2,10092000,5,5,False,0,0.18483751484741304,18.48,1,0.16908819344089202,Cao,3,1,1284,71.04,Random Forest,RF_2025_V1
6095,2025-01-01,2025,Finance,Accountant,2,46,15,7,257,True,2,2,3,31845000,11,11,False,1,0.39695237303344294,39.7,1,0.16908819344089202,Cao,3,1,61,98.65,Random Forest,RF_2025_V1
6099,2025-01-01,2025,Sales,Account Manager,2,33,28,3,204,False,3,3,4,19685000,1,1,False,0,0.08039037824458273,8.04,0,0.16908819344089202,Thấp,1,0,3602,18.73,Random Forest,RF_2025_V1
6103,2025-01-01,2025,Information Technology,Data Analyst,1,29,36,6,216,True,4,2,2,10835000,1,1,False,0,0.32504813053438414,32.5,1,0.16908819344089202,Cao,3,1,232,94.79,Random Forest,RF_2025_V1
6108,2025-01-01,2025,Sales,Account Manager,3,26,12,4,207,False,4,4,3,48231000,6,6,False,0,0.08846444614967403,8.85,0,0.16908819344089202,Thấp,1,0,3307,25.39,Random Forest,RF_2025_V1
6110,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,51,11,3,193,False,3,4,4,11480000,11,11,False,0,0.06845983999261242,6.85,0,0.16908819344089202,Thấp,1,0,4045,8.73,Random Forest,RF_2025_V1
6116,2025-01-01,2025,Marketing,Digital Marketing Specialist,3,47,2,1,177,False,4,3,3,30460000,1,1,False,0,0.07750291355356673,7.75,0,0.16908819344089202,Thấp,1,0,3732,15.8,Random Forest,RF_2025_V1
6118,2025-01-01,2025,Information Technology,Software Engineer,2,50,5,4,155,False,2,1,1,27109000,11,11,False,0,0.20260629195593996,20.26,1,0.16908819344089202,Cao,3,1,1110,74.97,Random Forest,RF_2025_V1
6119,2025-01-01,2025,Information Technology,Data Analyst,3,38,10,3,171,False,3,1,4,32014000,3,3,False,0,0.09009808079564027,9.01,0,0.16908819344089202,Thấp,1,0,3266,26.31,Random Forest,RF_2025_V1
6121,2025-01-01,2025,Information Technology,Software Engineer,1,55,29,5,204,False,3,1,4,18406000,15,15,False,0,0.16044474373916232,16.04,0,0.16908819344089202,Trung bình,2,0,1611,63.67,Random Forest,RF_2025_V1
6124,2025-01-01,2025,Marketing,Digital Marketing Specialist,3,42,27,1,170,False,3,3,2,26262000,13,0,True,0,0.09527497522462752,9.53,0,0.16908819344089202,Thấp,1,0,3106,29.93,Random Forest,RF_2025_V1
6126,2025-01-01,2025,Sales,Sales Supervisor,1,34,16,4,205,False,4,3,4,9567000,2,2,False,0,0.05792882063904492,5.79,0,0.16908819344089202,Thấp,1,0,4337,2.14,Random Forest,RF_2025_V1
6128,2025-01-01,2025,Finance,Accountant,4,38,34,3,173,False,4,3,2,75337000,6,6,False,0,0.09620113781023999,9.62,0,0.16908819344089202,Thấp,1,0,3085,30.4,Random Forest,RF_2025_V1
6131,2025-01-01,2025,Sales,Sales Executive,1,44,16,3,201,True,3,4,3,12512000,1,1,False,0,0.1324882816063298,13.25,0,0.16908819344089202,Trung bình,2,0,2180,50.82,Random Forest,RF_2025_V1
6137,2025-01-01,2025,Human Resources,HR Manager,2,53,29,4,210,True,4,2,3,14118000,1,1,False,0,0.23417149051958405,23.42,1,0.16908819344089202,Cao,3,1,791,82.17,Random Forest,RF_2025_V1
6140,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,54,1,1,214,False,4,3,1,16857000,1,1,False,0,0.14077331958993045,14.08,0,0.16908819344089202,Trung bình,2,0,1960,55.79,Random Forest,RF_2025_V1
6145,2025-01-01,2025,Finance,Financial Analyst,2,42,19,3,215,True,4,3,2,26505000,4,4,False,0,0.24015842005551585,24.02,1,0.16908819344089202,Cao,3,1,733,83.48,Random Forest,RF_2025_V1
6148,2025-01-01,2025,Marketing,Marketing Manager,3,43,38,5,192,False,5,3,4,22995000,4,2,False,0,0.05783231982759445,5.78,0,0.16908819344089202,Thấp,1,0,4345,1.96,Random Forest,RF_2025_V1
6150,2025-01-01,2025,Information Technology,System Administrator,4,51,38,4,197,False,4,4,2,72782000,11,11,False,0,0.11032652159365751,11.03,0,0.16908819344089202,Trung bình,2,0,2744,38.1,Random Forest,RF_2025_V1
6152,2025-01-01,2025,Information Technology,QA Engineer,1,43,34,2,208,False,3,2,2,16452000,12,12,False,1,0.20611000764859025,20.61,1,0.16908819344089202,Cao,3,1,1078,75.69,Random Forest,RF_2025_V1
6153,2025-01-01,2025,Operations,Warehouse Supervisor,2,43,39,6,180,False,3,4,1,17586000,14,5,False,1,0.11313169181074147,11.31,0,0.16908819344089202,Trung bình,2,0,2654,40.13,Random Forest,RF_2025_V1
6155,2025-01-01,2025,Marketing,Marketing Manager,5,35,5,3,214,True,2,2,3,100246000,12,4,False,0,0.2230633094225073,22.31,1,0.16908819344089202,Cao,3,1,889,79.96,Random Forest,RF_2025_V1
6156,2025-01-01,2025,Human Resources,C&B Specialist,3,32,18,2,178,False,2,2,4,22740000,1,1,False,1,0.11977068939429782,11.98,0,0.16908819344089202,Trung bình,2,0,2481,44.03,Random Forest,RF_2025_V1
6157,2025-01-01,2025,Human Resources,C&B Specialist,1,51,14,3,194,True,3,4,3,13261000,9,9,False,0,0.16575427707813464,16.58,0,0.16908819344089202,Trung bình,2,0,1533,65.43,Random Forest,RF_2025_V1
6160,2025-01-01,2025,Information Technology,Data Analyst,2,33,36,5,261,True,2,4,3,26267000,6,6,False,1,0.23427974607028498,23.43,1,0.16908819344089202,Cao,3,1,788,82.24,Random Forest,RF_2025_V1
6163,2025-01-01,2025,Operations,Operations Manager,2,46,21,5,204,False,4,3,3,22184000,12,4,False,0,0.09050194494088473,9.05,0,0.16908819344089202,Thấp,1,0,3251,26.65,Random Forest,RF_2025_V1
6168,2025-01-01,2025,Operations,Procurement Specialist,2,51,16,3,212,True,4,4,4,19138000,8,0,True,0,0.1519591458685081,15.2,0,0.16908819344089202,Trung bình,2,0,1751,60.51,Random Forest,RF_2025_V1
6176,2025-01-01,2025,Information Technology,IT Support,1,46,4,4,196,True,2,2,3,12388000,2,2,False,0,0.2205265300928399,22.05,1,0.16908819344089202,Cao,3,1,912,79.44,Random Forest,RF_2025_V1
6178,2025-01-01,2025,Sales,Sales Representative,3,55,17,6,180,False,4,4,3,22106000,12,0,True,0,0.0814766993074868,8.15,0,0.16908819344089202,Thấp,1,0,3549,19.93,Random Forest,RF_2025_V1
6179,2025-01-01,2025,Human Resources,HR Executive,4,31,19,6,224,False,5,4,4,45533000,8,4,False,0,0.15384059847782272,15.38,0,0.16908819344089202,Trung bình,2,0,1717,61.27,Random Forest,RF_2025_V1
6182,2025-01-01,2025,Finance,Finance Manager,1,27,38,5,178,False,3,2,1,13899000,2,2,False,0,0.1390948495732265,13.91,0,0.16908819344089202,Trung bình,2,0,2003,54.82,Random Forest,RF_2025_V1
6185,2025-01-01,2025,Marketing,Marketing Executive,2,43,22,3,207,True,5,3,3,18934000,3,3,False,0,0.11221439035361541,11.22,0,0.16908819344089202,Trung bình,2,0,2682,39.49,Random Forest,RF_2025_V1
6187,2025-01-01,2025,Finance,Financial Analyst,3,55,22,8,236,True,2,2,3,20000000,9,0,True,0,0.35191697449866105,35.19,1,0.16908819344089202,Cao,3,1,151,96.61,Random Forest,RF_2025_V1
6188,2025-01-01,2025,Human Resources,C&B Specialist,4,53,12,5,211,False,3,3,4,76072000,13,13,False,0,0.0932639017535244,9.33,0,0.16908819344089202,Thấp,1,0,3154,28.84,Random Forest,RF_2025_V1
6190,2025-01-01,2025,Human Resources,C&B Specialist,1,46,5,1,150,False,4,2,3,11335000,2,2,False,0,0.09849101230673468,9.85,0,0.16908819344089202,Thấp,1,0,3041,31.39,Random Forest,RF_2025_V1
6193,2025-01-01,2025,Sales,Account Manager,1,35,24,5,197,False,3,4,1,14183000,3,3,False,0,0.07718388945329048,7.72,0,0.16908819344089202,Thấp,1,0,3739,15.64,Random Forest,RF_2025_V1
6197,2025-01-01,2025,Human Resources,HR Executive,3,42,19,2,244,True,3,4,4,30801000,8,6,False,0,0.23268419359529435,23.27,1,0.16908819344089202,Cao,3,1,803,81.9,Random Forest,RF_2025_V1
6198,2025-01-01,2025,Marketing,Content Specialist,1,25,36,4,258,True,4,2,3,8615000,1,1,False,1,0.2791875438315629,27.92,1,0.16908819344089202,Cao,3,1,433,90.25,Random Forest,RF_2025_V1
6200,2025-01-01,2025,Operations,Procurement Specialist,2,25,22,3,188,True,3,4,2,14532000,1,0,True,0,0.20227823774100523,20.23,1,0.16908819344089202,Cao,3,1,1112,74.93,Random Forest,RF_2025_V1
6207,2025-01-01,2025,Sales,Account Manager,3,55,29,4,183,False,5,3,3,24003000,7,3,False,0,0.08069609623933567,8.07,0,0.16908819344089202,Thấp,1,0,3588,19.05,Random Forest,RF_2025_V1
6209,2025-01-01,2025,Operations,Operations Executive,1,25,32,4,209,True,3,2,3,12940000,3,3,False,0,0.24736966345541986,24.74,1,0.16908819344089202,Cao,3,1,683,84.61,Random Forest,RF_2025_V1
6213,2025-01-01,2025,Sales,Account Manager,1,25,30,8,233,False,4,4,4,12293000,2,2,False,0,0.13212868529862962,13.21,0,0.16908819344089202,Trung bình,2,0,2190,50.6,Random Forest,RF_2025_V1
6216,2025-01-01,2025,Marketing,Content Specialist,2,43,7,3,183,False,3,2,4,27794000,13,13,False,0,0.12673307315326515,12.67,0,0.16908819344089202,Trung bình,2,0,2306,47.98,Random Forest,RF_2025_V1
6217,2025-01-01,2025,Information Technology,QA Engineer,2,40,34,3,223,True,2,4,2,19711000,3,3,False,1,0.2669464384505284,26.69,1,0.16908819344089202,Cao,3,1,521,88.26,Random Forest,RF_2025_V1
6219,2025-01-01,2025,Finance,Accountant,2,45,20,1,166,False,3,4,3,16402000,5,3,False,0,0.057413408337912926,5.74,0,0.16908819344089202,Thấp,1,0,4355,1.74,Random Forest,RF_2025_V1
6221,2025-01-01,2025,Operations,Warehouse Supervisor,3,53,35,1,209,True,4,3,2,23623000,6,3,False,0,0.17874395937190024,17.87,1,0.16908819344089202,Cao,3,1,1352,69.51,Random Forest,RF_2025_V1
6222,2025-01-01,2025,Human Resources,Recruiter,2,33,27,3,222,False,4,2,4,24667000,6,6,False,0,0.22924108314803532,22.92,1,0.16908819344089202,Cao,3,1,835,81.18,Random Forest,RF_2025_V1
6224,2025-01-01,2025,Operations,Operations Executive,2,29,1,5,212,False,4,2,4,24803000,4,4,False,0,0.15922413726797582,15.92,0,0.16908819344089202,Trung bình,2,0,1630,63.24,Random Forest,RF_2025_V1
6231,2025-01-01,2025,Marketing,Marketing Executive,1,38,3,3,183,True,4,2,3,13697000,3,3,False,0,0.19995040670527897,20.0,1,0.16908819344089202,Cao,3,1,1142,74.25,Random Forest,RF_2025_V1
6232,2025-01-01,2025,Finance,Internal Auditor,2,36,7,4,249,True,3,2,4,23841000,15,15,False,1,0.3867346153020455,38.67,1,0.16908819344089202,Cao,3,1,75,98.33,Random Forest,RF_2025_V1
6233,2025-01-01,2025,Human Resources,HR Executive,3,49,28,4,197,False,5,4,4,29615000,12,2,False,0,0.0647153428293878,6.47,0,0.16908819344089202,Thấp,1,0,4158,6.18,Random Forest,RF_2025_V1
6234,2025-01-01,2025,Sales,Account Manager,3,35,35,6,218,True,2,4,1,39518000,8,3,False,1,0.2384677318514954,23.85,1,0.16908819344089202,Cao,3,1,744,83.23,Random Forest,RF_2025_V1
6236,2025-01-01,2025,Information Technology,System Administrator,2,52,40,1,165,False,3,4,3,16452000,2,2,False,0,0.05761519740696758,5.76,0,0.16908819344089202,Thấp,1,0,4348,1.9,Random Forest,RF_2025_V1
6237,2025-01-01,2025,Sales,Sales Representative,2,27,5,1,206,True,3,4,4,18957000,4,4,False,0,0.18264434609220936,18.26,1,0.16908819344089202,Cao,3,1,1306,70.55,Random Forest,RF_2025_V1
6239,2025-01-01,2025,Marketing,Marketing Executive,2,28,18,7,227,False,4,3,4,18438000,1,1,False,0,0.15047698666095122,15.05,0,0.16908819344089202,Trung bình,2,0,1781,59.83,Random Forest,RF_2025_V1
6240,2025-01-01,2025,Finance,Internal Auditor,1,48,40,1,166,False,4,3,4,16634000,6,6,False,0,0.07687409380468217,7.69,0,0.16908819344089202,Thấp,1,0,3750,15.39,Random Forest,RF_2025_V1
6241,2025-01-01,2025,Information Technology,Software Engineer,3,29,16,5,240,True,4,3,2,32196000,2,2,False,0,0.2647821930809912,26.48,1,0.16908819344089202,Cao,3,1,537,87.9,Random Forest,RF_2025_V1
6242,2025-01-01,2025,Operations,Procurement Specialist,2,44,9,3,204,False,3,3,3,24467000,12,1,False,0,0.07029664917967006,7.03,0,0.16908819344089202,Thấp,1,0,3989,10.0,Random Forest,RF_2025_V1
6248,2025-01-01,2025,Information Technology,IT Support,3,41,21,2,197,True,4,4,3,24395000,5,3,False,0,0.12399660559325935,12.4,0,0.16908819344089202,Trung bình,2,0,2363,46.69,Random Forest,RF_2025_V1
6249,2025-01-01,2025,Marketing,Marketing Manager,2,48,30,1,194,False,3,3,2,12403000,5,0,True,0,0.10168224703264653,10.17,0,0.16908819344089202,Trung bình,2,0,2956,33.31,Random Forest,RF_2025_V1
6250,2025-01-01,2025,Human Resources,HR Executive,2,38,2,7,199,False,4,2,2,29952000,14,14,False,0,0.22038397509599272,22.04,1,0.16908819344089202,Cao,3,1,914,79.4,Random Forest,RF_2025_V1
6251,2025-01-01,2025,Finance,Accountant,2,44,38,4,179,True,4,4,4,21311000,3,3,False,0,0.11747195620542908,11.75,0,0.16908819344089202,Trung bình,2,0,2524,43.06,Random Forest,RF_2025_V1
6253,2025-01-01,2025,Finance,Internal Auditor,2,46,9,4,185,False,3,3,1,17671000,13,6,False,0,0.11725707960758697,11.73,0,0.16908819344089202,Trung bình,2,0,2526,43.02,Random Forest,RF_2025_V1
6255,2025-01-01,2025,Sales,Sales Executive,2,32,13,3,167,False,1,3,4,29569000,8,8,False,1,0.08321064254841726,8.32,0,0.16908819344089202,Thấp,1,0,3480,21.48,Random Forest,RF_2025_V1
6258,2025-01-01,2025,Information Technology,Data Analyst,2,27,23,5,212,False,5,2,1,17378000,1,1,False,1,0.16793072696508807,16.79,0,0.16908819344089202,Trung bình,2,0,1506,66.03,Random Forest,RF_2025_V1
6259,2025-01-01,2025,Human Resources,HR Manager,2,41,8,1,220,True,4,2,3,16926000,10,4,False,0,0.31900106515414434,31.9,1,0.16908819344089202,Cao,3,1,254,94.29,Random Forest,RF_2025_V1
6260,2025-01-01,2025,Marketing,Marketing Executive,1,33,28,1,175,True,3,4,4,8663000,2,2,False,0,0.10013245525969655,10.01,0,0.16908819344089202,Thấp,1,0,2997,32.39,Random Forest,RF_2025_V1
6264,2025-01-01,2025,Sales,Sales Executive,3,25,35,3,155,False,2,4,4,20000000,3,0,True,0,0.06978391971858283,6.98,0,0.16908819344089202,Thấp,1,0,4001,9.73,Random Forest,RF_2025_V1
6266,2025-01-01,2025,Information Technology,Data Analyst,2,27,20,2,206,True,5,4,4,20559000,1,1,False,0,0.13629493486868682,13.63,0,0.16908819344089202,Trung bình,2,0,2079,53.1,Random Forest,RF_2025_V1
6267,2025-01-01,2025,Operations,Operations Executive,2,35,9,8,191,False,4,3,1,24476000,13,13,False,0,0.137605506295437,13.76,0,0.16908819344089202,Trung bình,2,0,2042,53.94,Random Forest,RF_2025_V1
6268,2025-01-01,2025,Marketing,Content Specialist,3,41,7,3,187,False,4,4,4,26049000,6,1,False,1,0.058243167983468506,5.82,0,0.16908819344089202,Thấp,1,0,4332,2.26,Random Forest,RF_2025_V1
6271,2025-01-01,2025,Finance,Financial Analyst,3,50,15,3,170,False,3,4,4,52624000,13,13,False,0,0.07506403673049303,7.51,0,0.16908819344089202,Thấp,1,0,3818,13.86,Random Forest,RF_2025_V1
6272,2025-01-01,2025,Finance,Finance Manager,3,40,7,4,212,True,2,4,3,30842000,1,1,False,0,0.13873197861041114,13.87,0,0.16908819344089202,Trung bình,2,0,2015,54.55,Random Forest,RF_2025_V1
6273,2025-01-01,2025,Human Resources,Recruiter,3,36,11,3,194,True,3,3,3,31862000,1,1,False,0,0.14064966725698483,14.06,0,0.16908819344089202,Trung bình,2,0,1965,55.68,Random Forest,RF_2025_V1
6274,2025-01-01,2025,Finance,Finance Manager,1,25,15,5,190,False,3,4,4,9880000,3,3,False,0,0.06444002103088406,6.44,0,0.16908819344089202,Thấp,1,0,4166,6.0,Random Forest,RF_2025_V1
