MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
5346,2025-01-01,2025,Operations,Procurement Specialist,0,0.10287490560600678,0,0.16908819344089202,Trung bình,2,10.29,0,1,0,2922,34.08
5348,2025-01-01,2025,Marketing,Marketing Manager,0,0.061024925657671286,0,0.16908819344089202,Thấp,1,6.1,0,0,1,4267,3.72
5349,2025-01-01,2025,Sales,Sales Executive,1,0.1561596454059792,0,0.16908819344089202,Trung bình,2,15.62,0,1,0,1682,62.06
5352,2025-01-01,2025,Finance,Accountant,0,0.08421395860348412,0,0.16908819344089202,Thấp,1,8.42,0,0,1,3450,22.16
5354,2025-01-01,2025,Marketing,Content Specialist,0,0.07395175358163518,0,0.16908819344089202,Thấp,1,7.4,0,0,1,3866,12.77
5356,2025-01-01,2025,Marketing,Marketing Manager,0,0.0938745472341926,0,0.16908819344089202,Thấp,1,9.39,0,0,1,3141,29.14
5357,2025-01-01,2025,Human Resources,HR Executive,0,0.10638284023668182,0,0.16908819344089202,Trung bình,2,10.64,0,1,0,2859,35.5
5359,2025-01-01,2025,Sales,Sales Executive,1,0.22691957071048813,1,0.16908819344089202,Cao,3,22.69,1,0,0,851,80.82
5364,2025-01-01,2025,Operations,Procurement Specialist,0,0.254693935650087,1,0.16908819344089202,Cao,3,25.47,1,0,0,612,86.21
5365,2025-01-01,2025,Operations,Operations Executive,0,0.09513094582900844,0,0.16908819344089202,Thấp,1,9.51,0,0,1,3112,29.79
5367,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08571036268839215,0,0.16908819344089202,Thấp,1,8.57,0,0,1,3391,23.49
5368,2025-01-01,2025,Operations,Procurement Specialist,0,0.09642224414972406,0,0.16908819344089202,Thấp,1,9.64,0,0,1,3075,30.63
5370,2025-01-01,2025,Finance,Accountant,0,0.18102329156560362,1,0.16908819344089202,Cao,3,18.1,1,0,0,1320,70.23
5371,2025-01-01,2025,Information Technology,Software Engineer,0,0.17069087130855554,1,0.16908819344089202,Cao,3,17.07,1,0,0,1468,66.89
5373,2025-01-01,2025,Information Technology,IT Support,1,0.4010113542946491,1,0.16908819344089202,Cao,3,40.1,1,0,0,53,98.83
5376,2025-01-01,2025,Marketing,Marketing Executive,0,0.10231962279273993,0,0.16908819344089202,Trung bình,2,10.23,0,1,0,2940,33.67
5377,2025-01-01,2025,Human Resources,Recruiter,0,0.07652633023599542,0,0.16908819344089202,Thấp,1,7.65,0,0,1,3766,15.03
5381,2025-01-01,2025,Information Technology,Data Analyst,0,0.08642851723047884,0,0.16908819344089202,Thấp,1,8.64,0,0,1,3373,23.9
5382,2025-01-01,2025,Operations,Procurement Specialist,1,0.13264583892321535,0,0.16908819344089202,Trung bình,2,13.26,0,1,0,2172,51.0
5383,2025-01-01,2025,Operations,Operations Manager,0,0.07874383667827062,0,0.16908819344089202,Thấp,1,7.87,0,0,1,3677,17.04
5384,2025-01-01,2025,Marketing,Marketing Executive,0,0.05373685171696309,0,0.16908819344089202,Thấp,1,5.37,0,0,1,4411,0.47
5385,2025-01-01,2025,Operations,Operations Manager,0,0.12016641892220051,0,0.16908819344089202,Trung bình,2,12.02,0,1,0,2468,44.32
5387,2025-01-01,2025,Finance,Internal Auditor,0,0.07274335718726817,0,0.16908819344089202,Thấp,1,7.27,0,0,1,3907,11.85
5388,2025-01-01,2025,Human Resources,HR Executive,1,0.06635568656649099,0,0.16908819344089202,Thấp,1,6.64,0,0,1,4111,7.24
5392,2025-01-01,2025,Human Resources,HR Executive,0,0.08895718152244979,0,0.16908819344089202,Thấp,1,8.9,0,0,1,3295,25.66
5394,2025-01-01,2025,Finance,Financial Analyst,1,0.2558508395338346,1,0.16908819344089202,Cao,3,25.59,1,0,0,604,86.39
5395,2025-01-01,2025,Information Technology,QA Engineer,0,0.08110556456030592,0,0.16908819344089202,Thấp,1,8.11,0,0,1,3568,19.5
5397,2025-01-01,2025,Human Resources,HR Manager,0,0.1359350793704922,0,0.16908819344089202,Trung bình,2,13.59,0,1,0,2089,52.88
5399,2025-01-01,2025,Sales,Account Manager,0,0.23114374184126954,1,0.16908819344089202,Cao,3,23.11,1,0,0,819,81.54
5400,2025-01-01,2025,Sales,Sales Representative,0,0.17853219975349183,1,0.16908819344089202,Cao,3,17.85,1,0,0,1353,69.49
5402,2025-01-01,2025,Sales,Sales Executive,0,0.07426284655987044,0,0.16908819344089202,Thấp,1,7.43,0,0,1,3851,13.11
5404,2025-01-01,2025,Sales,Sales Executive,0,0.08491547709875091,0,0.16908819344089202,Thấp,1,8.49,0,0,1,3430,22.61
5406,2025-01-01,2025,Marketing,Marketing Executive,0,0.10932969563200369,0,0.16908819344089202,Trung bình,2,10.93,0,1,0,2770,37.51
5407,2025-01-01,2025,Human Resources,HR Manager,0,0.12122400172477929,0,0.16908819344089202,Trung bình,2,12.12,0,1,0,2434,45.09
5419,2025-01-01,2025,Information Technology,Data Analyst,0,0.31370858622160513,1,0.16908819344089202,Cao,3,31.37,1,0,0,283,93.64
5423,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05397673733148846,0,0.16908819344089202,Thấp,1,5.4,0,0,1,4408,0.54
5427,2025-01-01,2025,Information Technology,IT Support,0,0.09153047702929647,0,0.16908819344089202,Thấp,1,9.15,0,0,1,3211,27.56
5430,2025-01-01,2025,Sales,Sales Representative,0,0.189767165877023,1,0.16908819344089202,Cao,3,18.98,1,0,0,1232,72.22
5433,2025-01-01,2025,Information Technology,Software Engineer,0,0.05400649043524009,0,0.16908819344089202,Thấp,1,5.4,0,0,1,4407,0.56
5438,2025-01-01,2025,Information Technology,System Administrator,0,0.09789825885435542,0,0.16908819344089202,Thấp,1,9.79,0,0,1,3053,31.12
5439,2025-01-01,2025,Finance,Accountant,0,0.18562905573039556,1,0.16908819344089202,Cao,3,18.56,1,0,0,1276,71.23
5440,2025-01-01,2025,Sales,Sales Representative,0,0.2507269206235191,1,0.16908819344089202,Cao,3,25.07,1,0,0,645,85.47
5441,2025-01-01,2025,Finance,Internal Auditor,0,0.06429190492505642,0,0.16908819344089202,Thấp,1,6.43,0,0,1,4173,5.85
5442,2025-01-01,2025,Information Technology,QA Engineer,1,0.16422084389927408,0,0.16908819344089202,Trung bình,2,16.42,0,1,0,1558,64.86
5444,2025-01-01,2025,Finance,Finance Manager,0,0.06690155770124771,0,0.16908819344089202,Thấp,1,6.69,0,0,1,4092,7.67
5447,2025-01-01,2025,Marketing,Marketing Manager,0,0.05984473113142857,0,0.16908819344089202,Thấp,1,5.98,0,0,1,4303,2.91
5449,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06889348253733191,0,0.16908819344089202,Thấp,1,6.89,0,0,1,4031,9.05
5452,2025-01-01,2025,Sales,Account Manager,0,0.15717251990607892,0,0.16908819344089202,Trung bình,2,15.72,0,1,0,1666,62.42
5453,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.28422602937624275,1,0.16908819344089202,Cao,3,28.42,1,0,0,402,90.95
5454,2025-01-01,2025,Finance,Accountant,0,0.23065349789761788,1,0.16908819344089202,Cao,3,23.07,1,0,0,824,81.43
5455,2025-01-01,2025,Sales,Sales Executive,1,0.14845639165682759,0,0.16908819344089202,Trung bình,2,14.85,0,1,0,1817,59.02
5456,2025-01-01,2025,Marketing,Content Specialist,0,0.09202363510931885,0,0.16908819344089202,Thấp,1,9.2,0,0,1,3195,27.92
5459,2025-01-01,2025,Finance,Accountant,0,0.2708945051716806,1,0.16908819344089202,Cao,3,27.09,1,0,0,489,88.99
5461,2025-01-01,2025,Human Resources,HR Executive,0,0.11724460848483675,0,0.16908819344089202,Trung bình,2,11.72,0,1,0,2527,42.99
5463,2025-01-01,2025,Human Resources,Recruiter,0,0.08521547876129687,0,0.16908819344089202,Thấp,1,8.52,0,0,1,3415,22.95
5464,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.17773063344823267,1,0.16908819344089202,Cao,3,17.77,1,0,0,1362,69.28
5465,2025-01-01,2025,Operations,Procurement Specialist,0,0.0807396154473432,0,0.16908819344089202,Thấp,1,8.07,0,0,1,3585,19.12
5466,2025-01-01,2025,Information Technology,Software Engineer,1,0.05582654388597935,0,0.16908819344089202,Thấp,1,5.58,0,0,1,4374,1.31
5467,2025-01-01,2025,Information Technology,Software Engineer,0,0.14221618093786279,0,0.16908819344089202,Trung bình,2,14.22,0,1,0,1931,56.44
5469,2025-01-01,2025,Human Resources,C&B Specialist,1,0.1619189348831557,0,0.16908819344089202,Trung bình,2,16.19,0,1,0,1587,64.21
5470,2025-01-01,2025,Information Technology,IT Support,0,0.1203729690847315,0,0.16908819344089202,Trung bình,2,12.04,0,1,0,2463,44.44
5473,2025-01-01,2025,Sales,Sales Executive,0,0.15474981490029383,0,0.16908819344089202,Trung bình,2,15.47,0,1,0,1702,61.61
5485,2025-01-01,2025,Finance,Internal Auditor,1,0.20601906253988736,1,0.16908819344089202,Cao,3,20.6,1,0,0,1082,75.6
5487,2025-01-01,2025,Sales,Sales Executive,0,0.07952376601067268,0,0.16908819344089202,Thấp,1,7.95,0,0,1,3643,17.81
5491,2025-01-01,2025,Information Technology,System Administrator,0,0.139629675552043,0,0.16908819344089202,Trung bình,2,13.96,0,1,0,1986,55.2
5492,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.06556658642883012,0,0.16908819344089202,Thấp,1,6.56,0,0,1,4132,6.77
5494,2025-01-01,2025,Sales,Sales Representative,0,0.24575710043358792,1,0.16908819344089202,Cao,3,24.58,1,0,0,694,84.36
5498,2025-01-01,2025,Human Resources,C&B Specialist,1,0.11189784177181643,0,0.16908819344089202,Trung bình,2,11.19,0,1,0,2691,39.29
5507,2025-01-01,2025,Operations,Operations Executive,0,0.14014917097196378,0,0.16908819344089202,Trung bình,2,14.01,0,1,0,1972,55.52
5508,2025-01-01,2025,Information Technology,System Administrator,0,0.12323937562492408,0,0.16908819344089202,Trung bình,2,12.32,0,1,0,2375,46.42
5511,2025-01-01,2025,Information Technology,System Administrator,0,0.0717498938415863,0,0.16908819344089202,Thấp,1,7.17,0,0,1,3940,11.1
5512,2025-01-01,2025,Marketing,Marketing Executive,0,0.05572725692193212,0,0.16908819344089202,Thấp,1,5.57,0,0,1,4380,1.17
5516,2025-01-01,2025,Operations,Operations Manager,1,0.17913724258109537,1,0.16908819344089202,Cao,3,17.91,1,0,0,1345,69.67
5519,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.14704104062172657,0,0.16908819344089202,Trung bình,2,14.7,0,1,0,1850,58.27
5522,2025-01-01,2025,Operations,Operations Manager,0,0.2001023769297735,1,0.16908819344089202,Cao,3,20.01,1,0,0,1138,74.34
5523,2025-01-01,2025,Information Technology,QA Engineer,0,0.0685795109726901,0,0.16908819344089202,Thấp,1,6.86,0,0,1,4039,8.87
5526,2025-01-01,2025,Human Resources,Recruiter,0,0.14792495728217203,0,0.16908819344089202,Trung bình,2,14.79,0,1,0,1828,58.77
5530,2025-01-01,2025,Finance,Financial Analyst,0,0.16922690543986288,1,0.16908819344089202,Cao,3,16.92,1,0,0,1487,66.46
5531,2025-01-01,2025,Finance,Financial Analyst,0,0.06793832702465928,0,0.16908819344089202,Thấp,1,6.79,0,0,1,4061,8.37
5532,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11585221602453927,0,0.16908819344089202,Trung bình,2,11.59,0,1,0,2567,42.09
5533,2025-01-01,2025,Human Resources,HR Executive,1,0.2374630075159045,1,0.16908819344089202,Cao,3,23.75,1,0,0,758,82.92
5534,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.12661171912991198,0,0.16908819344089202,Trung bình,2,12.66,0,1,0,2307,47.96
5536,2025-01-01,2025,Sales,Sales Representative,0,0.12023279229642896,0,0.16908819344089202,Trung bình,2,12.02,0,1,0,2467,44.35
5538,2025-01-01,2025,Finance,Financial Analyst,0,0.07831684656533873,0,0.16908819344089202,Thấp,1,7.83,0,0,1,3694,16.66
5539,2025-01-01,2025,Information Technology,System Administrator,0,0.15946666503266735,0,0.16908819344089202,Trung bình,2,15.95,0,1,0,1627,63.3
5540,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11779657708943458,0,0.16908819344089202,Trung bình,2,11.78,0,1,0,2520,43.15
5541,2025-01-01,2025,Finance,Accountant,0,0.0599612058578719,0,0.16908819344089202,Thấp,1,6.0,0,0,1,4298,3.02
5544,2025-01-01,2025,Operations,Procurement Specialist,0,0.11792076779357129,0,0.16908819344089202,Trung bình,2,11.79,0,1,0,2518,43.2
5545,2025-01-01,2025,Finance,Finance Manager,1,0.21280972322186098,1,0.16908819344089202,Cao,3,21.28,1,0,0,1002,77.41
5546,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06074408455903116,0,0.16908819344089202,Thấp,1,6.07,0,0,1,4282,3.39
5550,2025-01-01,2025,Finance,Financial Analyst,0,0.06659424744336984,0,0.16908819344089202,Thấp,1,6.66,0,0,1,4100,7.49
5553,2025-01-01,2025,Information Technology,IT Support,0,0.09228769309548553,0,0.16908819344089202,Thấp,1,9.23,0,0,1,3189,28.05
5555,2025-01-01,2025,Human Resources,HR Manager,0,0.1775163360856052,1,0.16908819344089202,Cao,3,17.75,1,0,0,1371,69.08
5557,2025-01-01,2025,Sales,Sales Supervisor,0,0.061211303523503645,0,0.16908819344089202,Thấp,1,6.12,0,0,1,4262,3.84
5560,2025-01-01,2025,Finance,Finance Manager,0,0.08435394574934002,0,0.16908819344089202,Thấp,1,8.44,0,0,1,3441,22.37
5561,2025-01-01,2025,Operations,Operations Manager,0,0.06814352223414215,0,0.16908819344089202,Thấp,1,6.81,0,0,1,4055,8.51
5562,2025-01-01,2025,Operations,Procurement Specialist,0,0.28045745149110657,1,0.16908819344089202,Cao,3,28.05,1,0,0,423,90.48
5563,2025-01-01,2025,Operations,Operations Executive,0,0.08341216475738102,0,0.16908819344089202,Thấp,1,8.34,0,0,1,3474,21.62
5564,2025-01-01,2025,Information Technology,IT Support,0,0.23553505692624715,1,0.16908819344089202,Cao,3,23.55,1,0,0,771,82.62
5566,2025-01-01,2025,Human Resources,HR Executive,0,0.1821019812182147,1,0.16908819344089202,Cao,3,18.21,1,0,0,1312,70.41
5567,2025-01-01,2025,Human Resources,HR Manager,0,0.15516970812193856,0,0.16908819344089202,Trung bình,2,15.52,0,1,0,1696,61.75
5571,2025-01-01,2025,Human Resources,HR Executive,0,0.07260098944230756,0,0.16908819344089202,Thấp,1,7.26,0,0,1,3911,11.76
5573,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1937683171481834,1,0.16908819344089202,Cao,3,19.38,1,0,0,1194,73.08
5574,2025-01-01,2025,Marketing,Marketing Executive,0,0.10970392501033804,0,0.16908819344089202,Trung bình,2,10.97,0,1,0,2760,37.73
5581,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1366243485225564,0,0.16908819344089202,Trung bình,2,13.66,0,1,0,2072,53.26
5582,2025-01-01,2025,Finance,Finance Manager,0,0.10829070910319251,0,0.16908819344089202,Trung bình,2,10.83,0,1,0,2800,36.83
5584,2025-01-01,2025,Sales,Sales Supervisor,0,0.17529668571566612,1,0.16908819344089202,Cao,3,17.53,1,0,0,1404,68.34
5585,2025-01-01,2025,Information Technology,Software Engineer,0,0.0895762272991005,0,0.16908819344089202,Thấp,1,8.96,0,0,1,3279,26.02
5586,2025-01-01,2025,Sales,Sales Executive,0,0.08002944968182708,0,0.16908819344089202,Thấp,1,8.0,0,0,1,3618,18.37
5587,2025-01-01,2025,Human Resources,Recruiter,1,0.11938201560577034,0,0.16908819344089202,Trung bình,2,11.94,0,1,0,2490,43.83
5594,2025-01-01,2025,Sales,Sales Supervisor,0,0.18850231240971002,1,0.16908819344089202,Cao,3,18.85,1,0,0,1243,71.97
5596,2025-01-01,2025,Information Technology,QA Engineer,0,0.08172712979039597,0,0.16908819344089202,Thấp,1,8.17,0,0,1,3540,20.13
5598,2025-01-01,2025,Information Technology,System Administrator,0,0.12161606545122643,0,0.16908819344089202,Trung bình,2,12.16,0,1,0,2426,45.27
5603,2025-01-01,2025,Sales,Sales Supervisor,1,0.3123585618682783,1,0.16908819344089202,Cao,3,31.24,1,0,0,287,93.55
5605,2025-01-01,2025,Marketing,Content Specialist,0,0.09987157777511382,0,0.16908819344089202,Thấp,1,9.99,0,0,1,3003,32.25
5606,2025-01-01,2025,Operations,Operations Executive,1,0.17050475112503413,1,0.16908819344089202,Cao,3,17.05,1,0,0,1473,66.78
5608,2025-01-01,2025,Human Resources,HR Executive,0,0.24473128945317807,1,0.16908819344089202,Cao,3,24.47,1,0,0,703,84.16
5609,2025-01-01,2025,Human Resources,Recruiter,0,0.15602656137868431,0,0.16908819344089202,Trung bình,2,15.6,0,1,0,1685,62.0
5614,2025-01-01,2025,Operations,Operations Executive,0,0.15822750023483367,0,0.16908819344089202,Trung bình,2,15.82,0,1,0,1652,62.74
5616,2025-01-01,2025,Finance,Financial Analyst,0,0.08203356857459063,0,0.16908819344089202,Thấp,1,8.2,0,0,1,3525,20.47
5619,2025-01-01,2025,Human Resources,C&B Specialist,0,0.16486863479008637,0,0.16908819344089202,Trung bình,2,16.49,0,1,0,1545,65.15
5620,2025-01-01,2025,Operations,Procurement Specialist,0,0.20530782053222624,1,0.16908819344089202,Cao,3,20.53,1,0,0,1092,75.38
5621,2025-01-01,2025,Operations,Operations Manager,0,0.34438459116287057,1,0.16908819344089202,Cao,3,34.44,1,0,0,173,96.12
5622,2025-01-01,2025,Human Resources,Recruiter,0,0.2099921251030821,1,0.16908819344089202,Cao,3,21.0,1,0,0,1032,76.73
5623,2025-01-01,2025,Information Technology,Data Analyst,0,0.11425958212381936,0,0.16908819344089202,Trung bình,2,11.43,0,1,0,2617,40.96
5624,2025-01-01,2025,Sales,Sales Representative,0,0.21009367009677718,1,0.16908819344089202,Cao,3,21.01,1,0,0,1030,76.78
5626,2025-01-01,2025,Finance,Finance Manager,1,0.14615057863060232,0,0.16908819344089202,Trung bình,2,14.62,0,1,0,1859,58.07
5627,2025-01-01,2025,Marketing,Marketing Executive,0,0.30403493086094663,1,0.16908819344089202,Cao,3,30.4,1,0,0,319,92.82
5633,2025-01-01,2025,Operations,Procurement Specialist,1,0.14848941227143422,0,0.16908819344089202,Trung bình,2,14.85,0,1,0,1815,59.06
5640,2025-01-01,2025,Finance,Accountant,0,0.12221333369302455,0,0.16908819344089202,Trung bình,2,12.22,0,1,0,2404,45.77
5648,2025-01-01,2025,Operations,Operations Manager,0,0.1559855782989001,0,0.16908819344089202,Trung bình,2,15.6,0,1,0,1686,61.97
5649,2025-01-01,2025,Information Technology,System Administrator,0,0.08815900981870631,0,0.16908819344089202,Thấp,1,8.82,0,0,1,3319,25.12
5650,2025-01-01,2025,Operations,Operations Manager,0,0.21637690778025112,1,0.16908819344089202,Cao,3,21.64,1,0,0,960,78.36
5652,2025-01-01,2025,Human Resources,HR Executive,0,0.07933024253195951,0,0.16908819344089202,Thấp,1,7.93,0,0,1,3650,17.65
5653,2025-01-01,2025,Information Technology,Software Engineer,0,0.10880290830945344,0,0.16908819344089202,Trung bình,2,10.88,0,1,0,2782,37.24
5654,2025-01-01,2025,Finance,Financial Analyst,1,0.4255664390208331,1,0.16908819344089202,Cao,3,42.56,1,0,0,24,99.48
5655,2025-01-01,2025,Marketing,Marketing Manager,0,0.3724713518732078,1,0.16908819344089202,Cao,3,37.25,1,0,0,99,97.79
5661,2025-01-01,2025,Information Technology,Software Engineer,0,0.25983984207390287,1,0.16908819344089202,Cao,3,25.98,1,0,0,580,86.93
5663,2025-01-01,2025,Operations,Operations Manager,0,0.21483136678356285,1,0.16908819344089202,Cao,3,21.48,1,0,0,977,77.97
5664,2025-01-01,2025,Operations,Operations Manager,0,0.12617105626986846,0,0.16908819344089202,Trung bình,2,12.62,0,1,0,2312,47.84
5667,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1250414716653166,0,0.16908819344089202,Trung bình,2,12.5,0,1,0,2336,47.3
5670,2025-01-01,2025,Human Resources,Recruiter,0,0.09810126524847745,0,0.16908819344089202,Thấp,1,9.81,0,0,1,3047,31.26
5671,2025-01-01,2025,Human Resources,HR Executive,0,0.060735608799208786,0,0.16908819344089202,Thấp,1,6.07,0,0,1,4283,3.36
5672,2025-01-01,2025,Information Technology,Software Engineer,0,0.08944117097187582,0,0.16908819344089202,Thấp,1,8.94,0,0,1,3283,25.93
5674,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09814290502188153,0,0.16908819344089202,Thấp,1,9.81,0,0,1,3046,31.28
5676,2025-01-01,2025,Finance,Finance Manager,0,0.0672237475310419,0,0.16908819344089202,Thấp,1,6.72,0,0,1,4084,7.85
5678,2025-01-01,2025,Marketing,Marketing Manager,1,0.28244464335457614,1,0.16908819344089202,Cao,3,28.24,1,0,0,413,90.7
5680,2025-01-01,2025,Marketing,Marketing Manager,0,0.06555785931536273,0,0.16908819344089202,Thấp,1,6.56,0,0,1,4133,6.75
5681,2025-01-01,2025,Information Technology,IT Support,0,0.16867460866692405,0,0.16908819344089202,Trung bình,2,16.87,0,1,0,1495,66.28
5684,2025-01-01,2025,Information Technology,IT Support,0,0.11400236739504031,0,0.16908819344089202,Trung bình,2,11.4,0,1,0,2625,40.78
5687,2025-01-01,2025,Operations,Operations Executive,0,0.13679885614512652,0,0.16908819344089202,Trung bình,2,13.68,0,1,0,2069,53.33
5689,2025-01-01,2025,Sales,Sales Executive,0,0.13458136149616573,0,0.16908819344089202,Trung bình,2,13.46,0,1,0,2122,52.13
5690,2025-01-01,2025,Operations,Operations Executive,1,0.23691295589116976,1,0.16908819344089202,Cao,3,23.69,1,0,0,764,82.78
5692,2025-01-01,2025,Sales,Sales Representative,0,0.14183949275752253,0,0.16908819344089202,Trung bình,2,14.18,0,1,0,1939,56.26
5696,2025-01-01,2025,Operations,Procurement Specialist,0,0.17112025520425583,1,0.16908819344089202,Cao,3,17.11,1,0,0,1461,67.05
5698,2025-01-01,2025,Marketing,Marketing Executive,0,0.13868514655097655,0,0.16908819344089202,Trung bình,2,13.87,0,1,0,2016,54.52
5702,2025-01-01,2025,Human Resources,HR Manager,0,0.17364183325198992,1,0.16908819344089202,Cao,3,17.36,1,0,0,1432,67.7
5703,2025-01-01,2025,Human Resources,HR Executive,0,0.1486796941199643,0,0.16908819344089202,Trung bình,2,14.87,0,1,0,1813,59.11
5704,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11832311570294117,0,0.16908819344089202,Trung bình,2,11.83,0,1,0,2511,43.35
5706,2025-01-01,2025,Operations,Operations Manager,1,0.1274698321497497,0,0.16908819344089202,Trung bình,2,12.75,0,1,0,2291,48.32
5707,2025-01-01,2025,Marketing,Content Specialist,0,0.11451232013559999,0,0.16908819344089202,Trung bình,2,11.45,0,1,0,2607,41.19
