MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
6414,2025-01-01,2025,Operations,Procurement Specialist,0,0.05758733502308262,0
6420,2025-01-01,2025,Finance,Finance Manager,0,0.10104134750929526,0
6427,2025-01-01,2025,Operations,Operations Manager,0,0.09789513789443234,0
6430,2025-01-01,2025,Human Resources,Recruiter,0,0.11869825762350444,0
6431,2025-01-01,2025,Information Technology,System Administrator,1,0.2884258004596491,1
6432,2025-01-01,2025,Sales,Account Manager,1,0.15928823350121593,1
6433,2025-01-01,2025,Human Resources,HR Manager,0,0.17304700246248977,1
6435,2025-01-01,2025,Sales,Account Manager,0,0.18622644798599433,1
6440,2025-01-01,2025,Finance,Internal Auditor,0,0.1406566304793694,0
6442,2025-01-01,2025,Marketing,Marketing Executive,0,0.1047229238714206,0
6445,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.14383932450293002,0
6446,2025-01-01,2025,Finance,Financial Analyst,0,0.14033852335394328,0
6447,2025-01-01,2025,Human Resources,Recruiter,0,0.05119048412383763,0
6449,2025-01-01,2025,Finance,Finance Manager,0,0.08323655226402292,0
6450,2025-01-01,2025,Operations,Operations Manager,0,0.08699994167621146,0
6452,2025-01-01,2025,Human Resources,HR Manager,0,0.07985804024582495,0
6453,2025-01-01,2025,Sales,Sales Supervisor,0,0.1373747923117803,0
6454,2025-01-01,2025,Finance,Internal Auditor,1,0.0627104175931549,0
6455,2025-01-01,2025,Human Resources,HR Executive,0,0.20436316651258155,1
6456,2025-01-01,2025,Operations,Procurement Specialist,0,0.1746109135071932,1
6458,2025-01-01,2025,Operations,Operations Executive,0,0.13607034026691156,0
6464,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07568531823392305,0
6465,2025-01-01,2025,Information Technology,IT Support,0,0.03798366450317587,0
6467,2025-01-01,2025,Information Technology,System Administrator,0,0.2205349893107667,1
6471,2025-01-01,2025,Operations,Operations Executive,0,0.27629217301780984,1
6472,2025-01-01,2025,Information Technology,System Administrator,0,0.2822895496092936,1
6473,2025-01-01,2025,Human Resources,C&B Specialist,0,0.11889220518109873,0
6474,2025-01-01,2025,Human Resources,Recruiter,0,0.13014812667767947,0
6476,2025-01-01,2025,Finance,Financial Analyst,0,0.08119737803339154,0
6479,2025-01-01,2025,Finance,Internal Auditor,0,0.11367445818315212,0
6480,2025-01-01,2025,Human Resources,Recruiter,0,0.12069372361470285,0
6483,2025-01-01,2025,Sales,Sales Supervisor,0,0.2009139439071503,1
6484,2025-01-01,2025,Operations,Operations Executive,0,0.1323932385197651,0
6486,2025-01-01,2025,Operations,Procurement Specialist,0,0.2567593811822339,1
6491,2025-01-01,2025,Operations,Procurement Specialist,0,0.13285255413005306,0
6493,2025-01-01,2025,Sales,Sales Representative,0,0.12301816692319802,0
6494,2025-01-01,2025,Operations,Operations Manager,0,0.15395667264559598,0
6498,2025-01-01,2025,Sales,Account Manager,0,0.11812795843603872,0
6499,2025-01-01,2025,Sales,Sales Executive,0,0.12738779651646986,0
6501,2025-01-01,2025,Operations,Procurement Specialist,0,0.061502781170583026,0
6502,2025-01-01,2025,Sales,Account Manager,0,0.15434296548566673,0
6503,2025-01-01,2025,Finance,Financial Analyst,0,0.07996265715600012,0
6504,2025-01-01,2025,Sales,Sales Executive,0,0.05282862052116214,0
6507,2025-01-01,2025,Finance,Accountant,0,0.1281923002286786,0
6509,2025-01-01,2025,Information Technology,IT Support,0,0.12373351722696416,0
6511,2025-01-01,2025,Operations,Operations Manager,0,0.286513599435191,1
6512,2025-01-01,2025,Information Technology,IT Support,0,0.08189638593098329,0
6514,2025-01-01,2025,Sales,Account Manager,0,0.06128246319647353,0
6515,2025-01-01,2025,Marketing,Content Specialist,0,0.027586785162302698,0
6516,2025-01-01,2025,Human Resources,HR Executive,0,0.11829308848468115,0
6518,2025-01-01,2025,Information Technology,QA Engineer,0,0.10593943172390816,0
6519,2025-01-01,2025,Sales,Sales Representative,0,0.10842175240977668,0
6522,2025-01-01,2025,Sales,Sales Executive,0,0.3084547633684752,1
6523,2025-01-01,2025,Human Resources,C&B Specialist,1,0.18799256660919614,1
6525,2025-01-01,2025,Information Technology,QA Engineer,0,0.13829798011393638,0
6526,2025-01-01,2025,Information Technology,IT Support,0,0.40713053401979676,1
6527,2025-01-01,2025,Marketing,Content Specialist,0,0.12899432713930192,0
6530,2025-01-01,2025,Human Resources,HR Manager,0,0.22546744505927496,1
6531,2025-01-01,2025,Finance,Finance Manager,0,0.09329979569537233,0
6534,2025-01-01,2025,Information Technology,Software Engineer,1,0.3641879264380742,1
6539,2025-01-01,2025,Marketing,Marketing Manager,0,0.09664441274447969,0
6541,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08906924636028965,0
6543,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14012729586385977,0
6544,2025-01-01,2025,Information Technology,System Administrator,0,0.09236776407246519,0
6545,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08525936385083008,0
6546,2025-01-01,2025,Information Technology,IT Support,0,0.1651645388331876,1
6547,2025-01-01,2025,Finance,Accountant,0,0.14930146116990795,0
6548,2025-01-01,2025,Finance,Accountant,0,0.06324866473210045,0
6551,2025-01-01,2025,Information Technology,IT Support,1,0.16695442185111523,1
6553,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1717305383857304,1
6555,2025-01-01,2025,Marketing,Content Specialist,0,0.09774679734882553,0
6556,2025-01-01,2025,Sales,Account Manager,0,0.15292240989789516,0
6557,2025-01-01,2025,Marketing,Content Specialist,1,0.16844851771557592,1
6558,2025-01-01,2025,Sales,Sales Supervisor,0,0.12851505153891382,0
6560,2025-01-01,2025,Human Resources,HR Executive,0,0.10551841393205456,0
6561,2025-01-01,2025,Operations,Operations Manager,0,0.078835349418085,0
6562,2025-01-01,2025,Sales,Sales Representative,0,0.1338861167224769,0
6563,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.037313304230045134,0
6565,2025-01-01,2025,Finance,Finance Manager,1,0.2097828687740349,1
6567,2025-01-01,2025,Operations,Operations Executive,0,0.1017189644314947,0
6569,2025-01-01,2025,Operations,Operations Manager,1,0.16617465280489876,1
6570,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.15661417335613312,0
6572,2025-01-01,2025,Information Technology,IT Support,0,0.08886183617693647,0
6573,2025-01-01,2025,Sales,Sales Executive,0,0.1450527496452156,0
6575,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08935820598475383,0
6577,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08457271726347733,0
6578,2025-01-01,2025,Marketing,Marketing Manager,0,0.06884075780350465,0
6583,2025-01-01,2025,Sales,Sales Representative,1,0.1199827445835965,0
6586,2025-01-01,2025,Human Resources,HR Executive,0,0.0726677385611998,0
6588,2025-01-01,2025,Operations,Procurement Specialist,0,0.20676007644812194,1
6590,2025-01-01,2025,Sales,Sales Representative,0,0.1005777148490369,0
6591,2025-01-01,2025,Human Resources,HR Manager,0,0.0678024629076149,0
6592,2025-01-01,2025,Finance,Finance Manager,0,0.06513526117436194,0
6593,2025-01-01,2025,Operations,Operations Executive,0,0.1849814258301849,1
6595,2025-01-01,2025,Information Technology,Data Analyst,0,0.11458379838141461,0
6600,2025-01-01,2025,Finance,Financial Analyst,1,0.13871927933669878,0
6604,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07036211291297113,0
6605,2025-01-01,2025,Sales,Account Manager,0,0.10699329273890436,0
6606,2025-01-01,2025,Finance,Financial Analyst,0,0.11673084230934001,0
6607,2025-01-01,2025,Finance,Accountant,0,0.044269826524103564,0
6609,2025-01-01,2025,Sales,Sales Supervisor,0,0.1430824946798609,0
6611,2025-01-01,2025,Sales,Sales Representative,0,0.0995926125775153,0
6612,2025-01-01,2025,Human Resources,HR Executive,0,0.15320528649761056,0
6613,2025-01-01,2025,Human Resources,HR Executive,0,0.17194651400372227,1
6614,2025-01-01,2025,Human Resources,HR Manager,1,0.12095230013844642,0
6616,2025-01-01,2025,Information Technology,Software Engineer,0,0.11387386076951393,0
6617,2025-01-01,2025,Finance,Financial Analyst,0,0.15028726205874002,0
6621,2025-01-01,2025,Operations,Operations Executive,1,0.11310538908984612,0
6622,2025-01-01,2025,Operations,Operations Executive,0,0.21321614418656634,1
6624,2025-01-01,2025,Marketing,Marketing Executive,0,0.05134656399642717,0
6626,2025-01-01,2025,Finance,Accountant,0,0.11664816149187682,0
6627,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.12758979080755933,0
6629,2025-01-01,2025,Information Technology,Data Analyst,0,0.13076693766341127,0
6631,2025-01-01,2025,Sales,Sales Executive,1,0.09250248009154693,0
6632,2025-01-01,2025,Operations,Procurement Specialist,0,0.2684161834652999,1
6634,2025-01-01,2025,Finance,Financial Analyst,0,0.2203629180568399,1
6638,2025-01-01,2025,Marketing,Marketing Manager,0,0.026503648168843336,0
6641,2025-01-01,2025,Marketing,Content Specialist,0,0.11166411950318865,0
6644,2025-01-01,2025,Marketing,Content Specialist,0,0.047358603907129225,0
6646,2025-01-01,2025,Finance,Accountant,0,0.2549602362596847,1
6647,2025-01-01,2025,Marketing,Marketing Executive,0,0.1267728849472684,0
6652,2025-01-01,2025,Operations,Procurement Specialist,1,0.09784741358372852,0
6655,2025-01-01,2025,Operations,Operations Manager,0,0.0818048358674594,0
6656,2025-01-01,2025,Finance,Finance Manager,0,0.09012417476956855,0
6657,2025-01-01,2025,Sales,Sales Representative,0,0.11211085253225235,0
6658,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.05233305637643947,0
6659,2025-01-01,2025,Information Technology,QA Engineer,0,0.2173155187521231,1
6660,2025-01-01,2025,Finance,Financial Analyst,0,0.13669293431343693,0
6663,2025-01-01,2025,Information Technology,IT Support,0,0.11940188911013422,0
6669,2025-01-01,2025,Information Technology,System Administrator,0,0.19532693795417524,1
6671,2025-01-01,2025,Sales,Account Manager,0,0.07300484898101992,0
6672,2025-01-01,2025,Marketing,Marketing Executive,0,0.11706615979719555,0
6673,2025-01-01,2025,Operations,Procurement Specialist,0,0.08900219455689358,0
6675,2025-01-01,2025,Information Technology,IT Support,0,0.29059351638174474,1
6676,2025-01-01,2025,Human Resources,Recruiter,0,0.15429083878902602,0
6679,2025-01-01,2025,Finance,Internal Auditor,0,0.1289992263371812,0
6682,2025-01-01,2025,Sales,Account Manager,0,0.1105327268380336,0
6683,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13742279506632896,0
6684,2025-01-01,2025,Sales,Sales Representative,0,0.17675648579360667,1
6686,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.10719124935741266,0
6688,2025-01-01,2025,Operations,Operations Manager,0,0.19548777142225962,1
6689,2025-01-01,2025,Information Technology,Data Analyst,0,0.17581353401726849,1
6690,2025-01-01,2025,Information Technology,IT Support,1,0.13536557697358775,0
6692,2025-01-01,2025,Marketing,Marketing Manager,0,0.07483447586648088,0
6695,2025-01-01,2025,Operations,Procurement Specialist,1,0.1974578810352183,1
6696,2025-01-01,2025,Operations,Operations Executive,0,0.09146331873308397,0
6697,2025-01-01,2025,Operations,Operations Manager,0,0.07759878559744333,0
6699,2025-01-01,2025,Sales,Sales Representative,1,0.1287765536446409,0
6700,2025-01-01,2025,Finance,Accountant,0,0.12789505286914027,0
6705,2025-01-01,2025,Information Technology,Software Engineer,1,0.19776330280331558,1
6706,2025-01-01,2025,Marketing,Marketing Manager,0,0.06547969112533537,0
6707,2025-01-01,2025,Information Technology,IT Support,0,0.0980599412845056,0
6708,2025-01-01,2025,Human Resources,HR Executive,0,0.03925033449283416,0
6710,2025-01-01,2025,Sales,Sales Representative,0,0.10915387850096452,0
6711,2025-01-01,2025,Human Resources,HR Manager,0,0.087038650988854,0
6712,2025-01-01,2025,Human Resources,Recruiter,0,0.13928935789814476,0
6713,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.14014453173898464,0
6718,2025-01-01,2025,Information Technology,Software Engineer,1,0.17456372594071923,1
6721,2025-01-01,2025,Operations,Operations Manager,0,0.15484807196240202,0
6722,2025-01-01,2025,Marketing,Content Specialist,0,0.10744251056978092,0
6723,2025-01-01,2025,Sales,Sales Supervisor,0,0.07581096005587351,0
6728,2025-01-01,2025,Operations,Procurement Specialist,0,0.07366289845287388,0
6730,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07325357224819676,0
6732,2025-01-01,2025,Sales,Sales Executive,1,0.1479417719549217,0
6734,2025-01-01,2025,Marketing,Marketing Manager,0,0.12683859264247446,0
6735,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.17291813027488095,1
6736,2025-01-01,2025,Marketing,Content Specialist,0,0.07471045398064508,0
6738,2025-01-01,2025,Operations,Operations Executive,0,0.15676691754315084,0
6739,2025-01-01,2025,Finance,Accountant,0,0.10047807969212402,0
6745,2025-01-01,2025,Information Technology,Data Analyst,0,0.17506948046271809,1
6747,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.17172192979005638,1
6749,2025-01-01,2025,Information Technology,System Administrator,0,0.047489798430961086,0
6756,2025-01-01,2025,Finance,Accountant,0,0.11741717352372141,0
6757,2025-01-01,2025,Operations,Procurement Specialist,0,0.13362285742240199,0
6759,2025-01-01,2025,Information Technology,Software Engineer,0,0.06448454825867296,0
6768,2025-01-01,2025,Marketing,Content Specialist,1,0.17632316490742173,1
6771,2025-01-01,2025,Sales,Sales Representative,0,0.07936262723819086,0
6775,2025-01-01,2025,Operations,Operations Manager,0,0.15676828818898017,0
6784,2025-01-01,2025,Marketing,Marketing Manager,0,0.09822884013195365,0
6786,2025-01-01,2025,Marketing,Marketing Executive,0,0.2940257906068381,1
6789,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08869481995939174,0
6793,2025-01-01,2025,Sales,Sales Representative,0,0.16130080526965918,1
6795,2025-01-01,2025,Operations,Procurement Specialist,1,0.01780391705317569,0
6796,2025-01-01,2025,Human Resources,HR Manager,1,0.1848653029652599,1
6800,2025-01-01,2025,Human Resources,C&B Specialist,0,0.03664319951807046,0
6803,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.19596185566844687,1
6804,2025-01-01,2025,Sales,Sales Supervisor,0,0.04991839650157051,0
6805,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10491589369258468,0
6810,2025-01-01,2025,Sales,Sales Executive,0,0.15815695923528658,1
6811,2025-01-01,2025,Finance,Internal Auditor,0,0.07667911094578515,0
6815,2025-01-01,2025,Human Resources,Recruiter,0,0.15001275170086714,0
6816,2025-01-01,2025,Sales,Sales Supervisor,1,0.22589799088199145,1
6819,2025-01-01,2025,Information Technology,System Administrator,0,0.0903794401593832,0
6820,2025-01-01,2025,Finance,Internal Auditor,0,0.09135738017456069,0
6823,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.1813914157169457,1
6824,2025-01-01,2025,Human Resources,HR Executive,0,0.1769509954199058,1
6826,2025-01-01,2025,Information Technology,System Administrator,0,0.12820005035715631,0
6830,2025-01-01,2025,Operations,Procurement Specialist,0,0.09848733326137407,0
6834,2025-01-01,2025,Human Resources,HR Manager,1,0.24514668735437645,1
6835,2025-01-01,2025,Human Resources,Recruiter,0,0.22856099987554154,1
6836,2025-01-01,2025,Marketing,Content Specialist,0,0.12374051050763261,0
6843,2025-01-01,2025,Sales,Sales Representative,0,0.05794514090430286,0
6844,2025-01-01,2025,Information Technology,IT Support,0,0.11964723243022898,0
6851,2025-01-01,2025,Information Technology,System Administrator,0,0.0564643405344381,0
6856,2025-01-01,2025,Information Technology,IT Support,1,0.15590276588454974,0
6858,2025-01-01,2025,Marketing,Content Specialist,1,0.05655713158647863,0
6865,2025-01-01,2025,Sales,Sales Representative,1,0.1412683240675506,0
6866,2025-01-01,2025,Sales,Account Manager,0,0.14076989401710802,0
6868,2025-01-01,2025,Sales,Sales Representative,0,0.07541244687584267,0
6869,2025-01-01,2025,Information Technology,Software Engineer,1,0.1332284639546217,0
6870,2025-01-01,2025,Sales,Sales Executive,1,0.11654234184512846,0
6872,2025-01-01,2025,Sales,Sales Supervisor,1,0.13926590579027107,0
6874,2025-01-01,2025,Finance,Financial Analyst,0,0.2384159417970876,1
6875,2025-01-01,2025,Finance,Finance Manager,1,0.1803487127088976,1
6876,2025-01-01,2025,Finance,Financial Analyst,0,0.04261221099105589,0
6878,2025-01-01,2025,Sales,Account Manager,0,0.0877700404688833,0
6879,2025-01-01,2025,Marketing,Content Specialist,0,0.1200689764573105,0
6881,2025-01-01,2025,Operations,Operations Executive,1,0.393518150850829,1
6882,2025-01-01,2025,Marketing,Marketing Executive,0,0.16769083926550044,1
6888,2025-01-01,2025,Human Resources,HR Manager,0,0.13900725044334852,0
6890,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.038989189921161675,0
6891,2025-01-01,2025,Sales,Sales Representative,0,0.12896180759116796,0
6893,2025-01-01,2025,Operations,Procurement Specialist,0,0.19313406405167566,1
6897,2025-01-01,2025,Marketing,Marketing Executive,0,0.11521772738423731,0
6898,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06596154733649977,0
6899,2025-01-01,2025,Information Technology,IT Support,0,0.07111378745934076,0
6900,2025-01-01,2025,Sales,Account Manager,1,0.17704411535007178,1
6901,2025-01-01,2025,Information Technology,System Administrator,0,0.12470867112905759,0
6903,2025-01-01,2025,Sales,Sales Executive,0,0.11360461215557971,0
6906,2025-01-01,2025,Marketing,Marketing Executive,0,0.08610290002147752,0
6907,2025-01-01,2025,Information Technology,System Administrator,1,0.328988710165211,1
6911,2025-01-01,2025,Information Technology,Software Engineer,0,0.13385066263284548,0
6912,2025-01-01,2025,Sales,Sales Supervisor,0,0.10625313930699784,0
6913,2025-01-01,2025,Information Technology,QA Engineer,0,0.21546979447377965,1
6915,2025-01-01,2025,Marketing,Marketing Manager,1,0.1376192248595826,0
6917,2025-01-01,2025,Finance,Internal Auditor,0,0.117819844571408,0
6918,2025-01-01,2025,Information Technology,IT Support,0,0.13024650373410412,0
6922,2025-01-01,2025,Information Technology,IT Support,0,0.07735254549641331,0
6923,2025-01-01,2025,Human Resources,Recruiter,0,0.09073261393115557,0
6925,2025-01-01,2025,Human Resources,HR Executive,0,0.13668690450196164,0
6926,2025-01-01,2025,Information Technology,Data Analyst,0,0.14232216107966167,0
